date,train_end_date,residual_history_start_date,residual_history_end_date,soc_open_kwh,soc_close_kwh,original_purchase_kwh,effective_purchase_kwh,upward_adjustment_kwh,downward_adjustment_kwh,emergency_purchase_kwh,base_plan_cost_yuan,downward_credit_yuan,upward_adjustment_cost_yuan,normal_settlement_cost_yuan,emergency_cost_yuan,total_cost_yuan,charge_kwh,discharge_kwh,surplus_discard_kwh
2025-02-01,2025-01-31,2025-01-02,2025-01-31,6000.0,9009.58739804647,51247.516323716874,47384.86789977554,0.0,3862.648423941329,0.0,26892.026562188967,1189.1779160988299,0.0,25702.84864609014,0.0,25702.84864609014,22405.933416473876,15440.177409102012,6040.935959070352
2025-02-02,2025-02-01,2025-01-02,2025-02-01,9009.58739804647,8918.559970030454,93856.38027180021,89696.32189921415,0.0,4160.058372586065,0.0,59512.20421982552,1717.255119323156,0.0,57794.949100502374,0.0,57794.949100502374,22541.10886624798,18340.22286687528,7139.157949841447
2025-02-03,2025-02-02,2025-01-02,2025-02-02,8918.559970030454,8892.149657967522,96362.72098063282,93183.27304926146,0.0,3179.4479313713623,0.0,61148.531957862026,1314.2036547650775,0.0,59834.32830309694,0.0,59834.32830309694,22600.81023455237,18330.42557084406,8695.971885553154
2025-02-04,2025-02-03,2025-01-02,2025-02-03,8892.149657967522,8860.12996154034,98511.28870403608,93754.56350491829,0.0,4756.725199117787,9.3566625054101,63042.73976194437,2019.4425811918286,0.0,61023.29718075255,43.82660717534091,61067.123787927885,23873.048977904837,19365.987398887388,8061.994638406257
2025-02-05,2025-02-04,2025-01-02,2025-02-04,8860.12996154034,8951.194792450366,93231.82988500869,90174.94512040929,0.0,3056.884764599396,26.479583333333267,59178.82526569178,1283.339720188635,0.0,57895.48554550315,153.80665979166628,58049.29220529481,23851.224897187796,19237.533818903095,4839.306642124578
2025-02-06,2025-02-05,2025-01-02,2025-02-05,8951.194792450366,8999.76322185273,98882.65689172181,95358.93616439476,0.0,3523.7207273270596,34.739756788310615,63244.6501636022,1499.4417281379438,0.0,61745.20843546426,202.4806219049022,61947.689057369156,22688.3106000916,18333.819999612064,10768.128104036865
2025-02-07,2025-02-06,2025-01-02,2025-02-06,8999.76322185273,8747.437412415486,48268.751681789145,44944.762065593866,0.0,3323.9896161952784,15.467318872939597,25257.06307198826,1007.2669577430521,0.0,24249.79611424521,70.91414953463097,24320.710263779838,18896.07813354709,15532.916516666664,9791.388100919718
2025-02-08,2025-02-07,2025-01-02,2025-02-07,8747.437412415486,8950.678599725092,39606.09921973176,38880.508291121136,45.10481474543576,770.6957433560656,266.32463482343474,20560.45040977761,342.3266815430104,82.71771976165464,20300.84144799626,1628.0424926756564,21928.883940671913,19121.240084889097,15305.287400181522,3753.7175245703224
2025-02-09,2025-02-08,2025-01-02,2025-02-08,8950.678599725092,8914.15109217327,92813.25160297213,90856.65059554948,0.0,1956.6010074226458,0.0,58838.55346975369,831.1175793954526,0.0,58007.43589035823,0.0,58007.43589035823,21946.458085601487,17809.505806133846,7164.282349415169
2025-02-10,2025-02-09,2025-01-02,2025-02-09,8914.15109217327,8810.589976516174,88880.34354514081,86607.89077805972,0.0,2272.4527670811,0.0,55949.66495139601,922.8318400325583,0.0,55026.83311136345,0.0,55026.83311136345,20726.819239091412,16881.928587755432,8436.3625433904
2025-02-11,2025-02-10,2025-01-02,2025-02-10,8810.589976516174,8722.6000005,89548.47368638805,86979.49972802956,0.0,2568.9739583584915,29.49912335627532,56630.220112500785,1045.7341900671368,0.0,55584.48592243365,139.54878000640923,55724.034702440054,23254.47853014036,18915.318587828253,7449.241775740406
2025-02-12,2025-02-11,2025-01-02,2025-02-11,8722.6000005,8771.572117812215,89667.48012222222,87023.0215576638,0.0,2644.458564558425,12.013554763453271,56497.02362411744,1065.062616441297,0.0,55431.961007676146,56.27149051201513,55488.23249818816,21836.746489056062,17643.68975055442,7575.242240592265
2025-02-13,2025-02-12,2025-01-02,2025-02-12,8771.572117812215,8305.318002038799,83834.88433869288,82190.7102674943,0.0,1644.1740711985585,0.0,52305.49895184276,689.3387106517154,0.0,51616.16024119104,0.0,51616.16024119104,19903.47558612773,16541.443928959532,7499.19959365945
2025-02-14,2025-02-13,2025-01-02,2025-02-13,8305.318002038799,8114.705620662635,40122.73850350421,39353.13202462087,0.0,769.6064788833398,104.61715967149172,20565.525487170937,256.6558314958116,0.0,20308.869655675127,639.5246970718289,20948.394352746956,18342.689599936573,15029.129719187174,6342.387486876296
2025-02-15,2025-02-14,2025-01-02,2025-02-14,8114.705620662635,8844.853178417188,40920.80283948185,40469.70421305254,35.5113436404867,486.609970069802,0.0,21238.36958052314,139.28965389636446,64.70344693041521,21163.783373557195,0.0,21163.783373557195,18643.95286424707,14444.469018061034,6990.12926686649
2025-02-16,2025-02-15,2025-01-02,2025-02-15,8844.853178417188,8837.502722206005,89110.78837942534,88382.89772387221,0.0,727.8906555531416,0.0,55949.108791867635,296.1867199535277,0.0,55652.922071914116,0.0,55652.922071914116,21625.116648475487,17522.959895855216,8903.361871251933
2025-02-17,2025-02-16,2025-01-02,2025-02-16,8837.502722206005,8714.6629957732,89097.14451538151,87896.97108943856,0.0,1200.1734259429654,0.0,55430.1284325937,476.1145402429462,0.0,54954.01389235075,0.0,54954.01389235075,19252.54272797071,15705.115363445799,13165.680558246984
2025-02-18,2025-02-17,2025-01-02,2025-02-17,8714.6629957732,9002.346102566353,79886.05512847696,79154.45107760625,0.0,731.6040508707165,12.7897999999999,49533.54081249415,269.4122584780108,0.0,49264.12855401614,56.35232843333287,49320.48088244947,21923.714269513814,17499.29376219235,2651.4325869514505
2025-02-19,2025-02-18,2025-01-02,2025-02-18,9002.346102566353,8632.964809772226,79860.22641403339,79554.18123732269,20.15980223715792,326.20497894785376,0.0,49696.573861568366,116.65080014418734,28.73440380833685,49608.65746523251,0.0,49608.65746523251,22166.019975205912,18286.9193434315,2795.7532222149357
2025-02-20,2025-02-19,2025-01-02,2025-02-19,8632.964809772226,7946.633065649648,82502.31425897051,81650.27579595201,0.0,852.0384630184891,27.596047516080603,51166.30341673632,344.89064304390655,0.0,50821.41277369241,129.25988656532155,50950.67266025774,20046.761248835544,16855.57518126711,7493.552042566324
2025-02-21,2025-02-20,2025-01-02,2025-02-20,7946.633065649648,7770.063024060826,35733.992205691065,35730.905636664225,41.09172472730876,44.17829375415046,0.0,18413.202998928813,15.841964680237488,58.6573010020084,18456.018335250585,0.0,18456.018335250585,17429.86345981339,14277.102439878785,7017.882583396284
2025-02-22,2025-02-21,2025-01-02,2025-02-21,7770.063024060826,8981.138019571443,37181.55100457297,37769.70435677354,589.9249571704934,1.771604969920645,0.0,19340.753149865413,0.37558025362317676,612.6379164560539,19953.015486067845,0.0,19953.015486067845,18731.437969240666,14082.497259125383,5276.000763324923
2025-02-23,2025-02-22,2025-01-02,2025-02-22,8981.138019571443,8770.430309779915,81505.62613524604,81755.90657000066,289.65978752162874,39.379352766995964,13.84317872921315,50373.24195819456,11.124920829870204,374.22896905723155,50736.34600642192,64.8414491676344,50801.18745558955,22224.150338271,18191.198712811885,6204.944439937435
2025-02-24,2025-02-23,2025-01-02,2025-02-23,8770.430309779915,8939.653914594546,78392.56271515948,77518.31969208192,6.31958397759081,880.5626070551515,67.08386543194422,48696.44452717675,317.3553857177235,8.735561862394079,48387.824703321414,306.2317319332267,48694.05643525464,21423.281838239935,17200.557044641173,5159.645147248442
2025-02-25,2025-02-24,2025-01-02,2025-02-24,8939.653914594546,8811.595870608364,80833.4592525893,81067.43484310966,263.9534509019031,29.977860381542655,52.41323333333344,49981.363611701745,7.922385930953149,330.09498770259506,50303.53621347339,233.16785505000047,50536.70406852338,18580.698490858067,15165.6180171826,11883.44436943419
2025-02-26,2025-02-25,2025-01-02,2025-02-25,8811.595870608364,8858.24101472308,74152.42215383159,74329.13592493617,196.48636762051592,19.772596515928853,18.816032211164497,45281.40079317147,4.673688124898565,268.813492654557,45545.54059770114,82.40481306879492,45627.94541076993,22463.834161437408,18153.725041061058,1222.9948034376553
2025-02-27,2025-02-26,2025-01-02,2025-02-26,8858.24101472308,7314.731527120871,73659.09364934746,72778.96752640148,0.0,880.1261229459781,32.37818219820031,45566.723470844445,321.8181042323773,0.0,45244.905366612074,146.5970663684792,45391.50243298055,21366.050236361145,18695.65923029452,3184.3705025330637
2025-02-28,2025-02-27,2025-01-03,2025-02-27,7314.731527120871,7226.256999525124,34262.38489312208,34413.83223509557,169.08653859507393,17.639196621577014,0.0,17850.45618534492,7.160166408085734,235.46568328729245,18078.761702224125,0.0,18078.761702224125,16926.375406149004,13789.99115381687,7984.854432763443
2025-03-01,2025-02-28,2025-01-04,2025-02-28,7226.256999525124,8596.010879738169,41526.54687099403,40094.910743600834,0.0,1431.6361273931939,86.70966817725662,21135.83487495905,489.8099462401963,0.0,20646.024928718856,410.9250220194755,21056.94995073833,18029.037261205012,13370.741689384318,11864.558906624065
2025-03-02,2025-03-01,2025-01-05,2025-03-01,8596.010879738169,8544.375380928148,84458.45206140203,81063.73281857203,0.0,3394.7192428299977,476.90106888667736,52338.82968883585,1377.65325940265,0.0,50961.1764294332,2953.1564624872685,53914.33289192047,23692.33986103218,19237.267236365078,4727.2541961249435
2025-03-03,2025-03-02,2025-01-06,2025-03-02,8544.375380928148,8572.638424210732,86398.22495952428,83358.56544457407,0.0,3039.659514950213,1207.3063808616434,53552.25004951097,1197.540385959142,0.0,52354.709663551825,7998.744456223661,60353.45411977549,21566.379252366525,17443.330455462565,8425.676395198412
2025-03-04,2025-03-03,2025-01-07,2025-03-03,8572.638424210732,8441.160905372608,77149.6328361856,74984.39370145067,0.0,2165.239134734929,183.47429445879288,47485.290305074246,857.3376624191783,0.0,46627.952642655066,1161.420923073203,47789.37356572827,22231.638337677257,18125.95682047289,1862.7285453717614
2025-03-05,2025-03-04,2025-01-08,2025-03-04,8441.160905372608,8612.645358724883,81122.22765649957,78276.23526632655,0.0,2845.992390173021,271.4520712320896,49928.40353269984,1147.930736372679,0.0,48780.472796327165,1872.33286115824,50652.805657485405,21009.76932118459,16863.57714214247,8271.023141849846
2025-03-06,2025-03-05,2025-01-09,2025-03-05,8612.645358724883,6815.158585612435,73924.84890265137,71104.72991587201,0.0,2820.1189867793487,364.54390472290015,45570.589291035045,1106.6005763080416,0.0,44463.988714727006,2463.940776663746,46927.92949139075,20072.27556391937,17876.281302575895,3332.6254259181014
2025-03-07,2025-03-06,2025-01-10,2025-03-06,6815.158585612435,6199.639070239654,34528.742913194685,33407.87088211979,0.0,1120.872031074903,88.58973235933485,18247.042443849135,479.48108267709733,0.0,17767.56136117204,401.01655895954195,18168.57792013158,15166.291778529554,12838.663904444444,10246.547207060672
2025-03-08,2025-03-07,2025-01-11,2025-03-07,6199.639070239654,8937.418735284744,35588.71537866376,35459.436540199196,19.035331411162986,148.31416987572658,0.0,18221.96961613541,66.32244503612934,33.71283617242687,18189.36000727171,0.0,18189.36000727171,18615.555115464613,12614.597944985751,10395.33985305367
2025-03-09,2025-03-08,2025-01-12,2025-03-08,8937.418735284744,8735.698886075701,78353.4406558839,77284.3816023996,0.0,1069.0590534842881,0.0,47902.36338574582,426.1259351361101,0.0,47476.23745060971,0.0,47476.23745060971,20753.129164546543,16991.58248757084,10189.3098754239
2025-03-10,2025-03-09,2025-01-13,2025-03-09,8735.698886075701,8733.356782683082,75195.23395618475,74893.99307493248,101.80625524648276,403.04713649874805,0.0,45588.1087993441,153.88423568710252,88.19251236188542,45522.417076018886,0.0,45522.417076018886,22005.475569908034,17826.54310467886,2672.9891597033084
2025-03-11,2025-03-10,2025-01-14,2025-03-10,8733.356782683082,8669.477072648819,66761.14510414499,65602.86300026445,0.0,1158.2821038805469,2991.785980499986,40761.497706969545,400.76397627898314,0.0,40360.733730690554,19856.057108668017,60216.790839358575,18768.0607104932,15259.620914530336,1147.2903848015671
2025-03-12,2025-03-11,2025-01-15,2025-03-11,8669.477072648819,8742.53852256156,76590.14587983464,75911.94941702716,0.0,678.1964628074667,0.0,46867.66257319603,247.58848881745962,0.0,46620.07408437857,0.0,46620.07408437857,20065.957115439214,16187.669958584302,9598.127576838931
2025-03-13,2025-03-12,2025-01-16,2025-03-12,8742.53852256156,5786.452222727897,72911.37209419772,72446.80202652697,52.779604033353166,517.3496717041044,61.22514484894896,44968.44712988063,180.08477381837235,92.50975517929204,44880.87211124155,417.3668793328709,45298.23899057443,17338.46068816627,16704.63082726497,4328.579293807952
2025-03-14,2025-03-13,2025-01-17,2025-03-13,5786.452222727897,5530.428392083671,31245.931852593145,31189.14399183953,91.03262731118843,147.8204880648055,0.0,16069.40059791561,69.69852648295851,163.48508713378214,16163.187158566434,0.0,16163.187158566434,15176.11071569224,12523.071127290521,12506.678420104474
2025-03-15,2025-03-14,2025-01-18,2025-03-14,5530.428392083671,8623.950130500089,34650.910690105935,34975.68371403421,330.92980960716733,6.156785678890766,0.0,17417.78354872739,2.60476810287357,448.2102679593661,17863.389048583886,0.0,17863.389048583886,19033.828559877948,12633.231568926363,7650.96157308263
2025-03-16,2025-03-15,2025-01-19,2025-03-15,8623.950130500089,9225.077345147643,72396.9516957818,73235.1335223174,838.1818265355887,0.0,1.6400000000001,44297.17700028025,0.0,1067.3654410124238,45364.54244129268,7.461180000000455,45372.00362129268,21123.171257954018,16568.75422575996,5331.309556789996
2025-03-17,2025-03-16,2025-01-20,2025-03-16,9225.077345147643,9051.336925744334,67267.95901322538,67833.10966704949,567.1545044302925,2.0038506062011265,0.0,40194.82602070275,0.4598056072249779,756.0753920765542,40950.44160717208,0.0,40950.44160717208,20937.69196420332,17115.896868467677,6153.183137980499
2025-03-18,2025-03-17,2025-01-21,2025-03-17,9051.336925744334,8988.432115270798,76009.03218139519,75901.24498860867,99.34233137663557,207.12952416314147,0.0,46585.77561461734,82.21690160623875,176.82754248747347,46680.386255498575,0.0,46680.386255498575,18743.67506858187,15238.991134977496,11270.602688337636
2025-03-19,2025-03-18,2025-01-22,2025-03-18,8988.432115270798,8722.885513916814,62667.311870199796,62698.9509710409,167.4184570119848,135.77935617088795,1097.0856747485077,38364.44685117841,42.75570049936365,259.49304505245044,38581.18419573149,7564.36452864131,46145.548724372806,19684.061922137644,16183.08209815008,829.5863718018331
2025-03-20,2025-03-19,2025-01-23,2025-03-19,8722.885513916814,5355.183383611195,67431.34658132699,68400.74104066704,969.8098464085691,0.4153870685285028,34.43776759962268,41933.34069616512,0.0916136179639613,1132.360562342138,43065.60964488929,171.79280367071775,43237.40244856001,18139.82521606759,17724.190342289803,5810.582117822202
2025-03-21,2025-03-20,2025-01-24,2025-03-20,5355.183383611195,5119.833402355618,29338.229867109323,29989.572589990654,651.3427228813359,0.0,0.0,15190.714130078712,0.0,896.7549535669959,16087.469083645707,0.0,16087.469083645707,14673.501044217428,12097.350828946135,15379.957858052698
2025-03-22,2025-03-21,2025-01-25,2025-03-21,5119.833402355618,9372.07382216617,34959.78064455686,35559.4525001109,599.6718555540433,0.0,0.0,17889.075040272626,0.0,825.6753107124816,18714.75035098511,0.0,18714.75035098511,18787.792688264515,11391.095699664762,12281.55577817781
