date,train_end_date,residual_history_start_date,residual_history_end_date,soc_open_kwh,soc_close_kwh,original_purchase_kwh,effective_purchase_kwh,upward_adjustment_kwh,downward_adjustment_kwh,emergency_purchase_kwh,base_plan_cost_yuan,downward_credit_yuan,upward_adjustment_cost_yuan,normal_settlement_cost_yuan,emergency_cost_yuan,total_cost_yuan,charge_kwh,discharge_kwh,surplus_discard_kwh
2025-02-01,2025-01-31,2025-01-02,2025-01-31,6000.0,10800.0,53154.19805019205,48633.67057901097,0.0,4520.527471181071,0.0,22464.292196134997,1063.0970566652109,0.0,21401.195139469783,0.0,21401.195139469783,24151.815283401917,15242.970379555554,5346.6497418312765
2025-02-02,2025-02-01,2025-01-02,2025-02-01,10800.0,8839.230981746914,90953.16788781207,86228.11700339588,99.90427362222067,4824.955158038414,0.0,64809.59608868819,1911.2080893265058,160.06386442724522,63058.45186378893,0.0,63058.45186378893,18893.53011552126,17068.451510000003,6046.760447874615
2025-02-03,2025-02-02,2025-01-02,2025-02-02,8839.230981746914,8810.548093095063,95605.76950535939,89008.83978125514,0.0,6596.92972410425,0.0,69006.0907421405,2806.326526850863,0.0,66199.76421528963,0.0,66199.76421528963,22158.986195736623,17974.593418333334,4607.530503851849
2025-02-04,2025-02-03,2025-01-02,2025-02-03,8810.548093095063,7504.192218165434,96255.41529291357,89326.52975777045,78.88280407222186,7007.76833921536,0.0,70535.52422561863,2950.7897169980865,139.59363172483614,67724.32814034537,0.0,67724.32814034537,20214.977197814813,17549.851817666666,5466.540427622292
2025-02-05,2025-02-04,2025-01-02,2025-02-04,7504.192218165434,9583.1521470321,94744.26878766529,92107.58701194655,498.238714759999,3134.9204904787384,0.0,67314.98199225673,1367.6319366497937,745.5369207318261,66692.88697633875,0.0,66692.88697633875,23834.606843892994,17434.967607573333,4959.520792293557
2025-02-06,2025-02-05,2025-01-02,2025-02-05,9583.1521470321,3005.72678471605,91175.44456989574,82139.947835214,0.0,9035.496734681758,7.959461000000147,68395.63959101026,4005.6198572032304,0.0,64390.01973380703,57.58670033500106,64447.60643414203,15995.460873146769,18876.006133333332,4757.395339733884
2025-02-07,2025-02-06,2025-01-02,2025-02-06,3005.72678471605,7778.271062567901,53272.19884869506,48789.63267505994,0.0,4482.566173635115,0.0,21954.68734696784,945.788523526705,0.0,21008.898823441137,0.0,21008.898823441137,24022.25291434842,15162.735010555554,8124.435104600412
2025-02-08,2025-02-07,2025-01-02,2025-02-07,7778.271062567901,10800.0,42778.36952642112,43459.41805696295,681.0485305418365,0.0,0.0,17453.386315130687,0.0,554.9744069132564,18008.360722043944,0.0,18008.360722043944,23095.35764954733,15987.683652444448,4774.581343193405
2025-02-09,2025-02-08,2025-01-02,2025-02-08,10800.0,8483.463940171605,89967.52095623457,86226.33009387714,18.96169278777836,3760.152555145211,0.0,64559.33394467762,1545.1656750794032,28.767993282474755,63042.9362628807,0.0,63042.9362628807,19001.528404588476,17476.12046156222,5145.506184184216
2025-02-10,2025-02-09,2025-01-02,2025-02-09,8483.463940171605,8505.761400364197,88586.01824335803,82187.03586302663,19.55281970111082,6418.535200032515,0.0,60679.83468273615,2495.6877691451073,29.83536501485001,58213.982278605894,0.0,58213.982278605894,21149.36573158573,17110.918528411115,3821.9510765186737
